date,small-low,small-2,small-high,big-low,big-2,big-high
1961-05-01,3.47,4.99,4.92,3.17,1.51,2.84
1961-06-01,-5.81,-4.55,-5.56,-2.28,-3.22,-3
1961-07-01,-0.45,1.25,1.32,3.11,3.58,1.11
1961-08-01,0.62,0.34,1.07,3.2,2,2.32
1961-09-01,-4.92,-3.15,-3.28,-1.14,-3.09,-3.78
1961-10-01,-0.09,3.28,0.16,2.3,3.96,3.13
1961-11-01,5.88,5.79,4.78,4.89,4.07,4.24
1961-12-01,-2.04,0.25,0.29,-0.2,0.34,1.79
1962-01-01,-2.39,-0.83,2.3,-5.02,-1.89,0.36
1962-02-01,0.63,0.78,1.78,1.85,2.39,2.49
1962-03-01,-0.45,-1.15,-0.54,-0.34,-0.32,-2.17
1962-04-01,-7.22,-7.23,-6.87,-6.62,-5.65,-6.12
1962-05-01,-11.33,-10.34,-9.44,-9.08,-6.87,-6.22
1962-06-01,-10.29,-7.52,-7.04,-9.02,-6.91,-6.65
1962-07-01,9.2,5.86,6.46,8.05,5.23,3.59
1962-08-01,4.65,3.5,2.51,2.74,1.65,2.45
1962-09-01,-8.34,-7.03,-6.22,-5.04,-4.62,-4.4
1962-10-01,-5.05,-3.28,-2.04,0.59,0.72,0.32
1962-11-01,15.13,13.48,14.46,11.3,9.97,13.85
1962-12-01,-3.56,-1.39,-2.16,1.53,1.83,0.8
1963-01-01,7.7,8.06,9.98,4.95,4.3,7.22
1963-02-01,-2.75,-1.49,-0.08,-2.79,-1.82,-0.95
1963-03-01,0.23,1.66,2.48,3.42,3.32,5.18
1963-04-01,3.64,2.76,4.87,4.94,4.56,5.75
1963-05-01,1.82,3.21,5.48,2.31,1.11,3.67
1963-06-01,-1.34,-1.99,-1.66,-2.34,-1.45,-0.45
1963-07-01,-1.08,-0.62,-1.14,-0.03,0.45,-1.6
1963-08-01,4.45,4.37,5.74,5.4,4.69,7.38
1963-09-01,-3.07,-0.55,-1.93,-1.05,-1.73,-1.81
1963-10-01,1.16,1.71,2.71,3.86,1.26,2.08
1963-11-01,-2.87,-1.26,-0.33,-0.25,-1.43,0.54
1963-12-01,0.35,0.5,0.27,2.05,3.04,1.92
1964-01-01,0.77,2.71,4.04,2.68,2.68,2.69
1964-02-01,1.58,2.13,4.15,1.42,1.68,4.5
1964-03-01,0.61,4.08,5.25,0.92,3.02,3.01
1964-04-01,-1.69,-0.31,-1.44,0.42,1.06,-0.68
1964-05-01,0.92,1.07,2.15,1.54,1.18,4.07
1964-06-01,1.31,1.26,1.96,1.67,1.29,2.45
1964-07-01,1.56,2.92,2.65,1.91,2.31,2.22
1964-08-01,-1.52,-0.38,-1.22,-1.23,-0.86,-1.29
1964-09-01,3.47,2.8,3.6,2.34,3.56,5.51
1964-10-01,1.05,1.37,2.3,0.29,1.77,1.32
1964-11-01,-0.14,-0.35,0.09,0.5,0.94,-3.65
1964-12-01,0.46,-0.84,-1.54,1.12,-0.3,-2.03
1965-01-01,6.89,5.93,6.62,3.95,2.85,4.62
1965-02-01,3.68,3.4,4.33,0.57,0.09,0.3
1965-03-01,0.92,0.55,1.51,-1.16,-1.6,0.39
1965-04-01,3,4.42,5.34,3.82,2.49,2.87
1965-05-01,-0.07,-0.94,-1.34,-0.27,0.06,-2.23
1965-06-01,-9.95,-8.81,-8.59,-4.57,-4.95,-4.78
1965-07-01,2.55,3.01,4.14,1.34,1.62,4.17
1965-08-01,6.74,4.98,5.05,2.94,2.82,2.49
1965-09-01,3.88,3.78,3.84,3.8,2.23,3.62
1965-10-01,5.97,5.35,6.37,2.84,1.91,5.64
1965-11-01,4.02,4.86,4.73,-0.01,-0.15,-0.27
1965-12-01,3.87,3.45,4.75,0.84,0.89,4.13
1966-01-01,4.3,5.52,6.99,-0.2,1.2,4.24
1966-02-01,3.68,3.22,3.41,-1.6,-0.82,-0.62
1966-03-01,-0.45,-2.9,-2.04,-1.54,-2.66,-4.04
1966-04-01,5.68,4.7,5.66,2.41,1.81,1.53
1966-05-01,-9.96,-9.97,-10.36,-4.19,-5.05,-7.1
1966-06-01,0.82,0.12,-0.04,-2.02,-0.07,-0.18
1966-07-01,-1.96,-1.64,-0.76,-1.61,-0.6,-1.17
1966-08-01,-11.34,-9.8,-10.46,-7.65,-6.59,-7.41
1966-09-01,-2.01,-1.01,-1.53,-0.98,0.19,-0.47
1966-10-01,-3.76,-0.12,-0.14,3.24,7.26,5.24
1966-11-01,7.56,4.82,2.69,3.73,-1.03,-0.6
1966-12-01,3.48,2.65,0.5,-0.37,1.4,0.03
1967-01-01,18.09,16.28,17.64,7.92,6.36,12.43
1967-02-01,4.74,2.9,3.18,2.02,-0.36,-0.94
1967-03-01,6.04,6.57,5.67,4.27,3.76,5.02
1967-04-01,5.49,3.96,3.22,5.99,1.8,3.16
1967-05-01,-1.65,-0.94,-2.41,-5,-3.55,-2.45
1967-06-01,9.44,8.18,8.32,1.42,2.09,4.43
1967-07-01,7.22,7.52,10.18,4.91,3.48,7.26
1967-08-01,-0.45,0.79,0.58,-0.75,-0.91,1.15
1967-09-01,6.86,5.26,4.69,3.81,2.69,1.05
1967-10-01,-0.78,-2.29,-3.48,-1.5,-3.76,-5.56
1967-11-01,1.29,1.36,-0.85,1.09,0.29,-0.18
1967-12-01,10.89,7.48,8.23,2.15,3.24,4.04
1968-01-01,-1.4,0.78,3.42,-6.19,-1.23,-1.48
1968-02-01,-7.37,-5.1,-5.08,-3.31,-2.1,-3.31
1968-03-01,-0.79,-1.07,-0.51,1.83,-0.72,0.38
1968-04-01,17.16,14.32,13.33,10.22,5.38,12
1968-05-01,9.79,8.21,8.89,2.45,0.15,5.04
1968-06-01,-0.18,1.44,1.48,-0.02,3.59,-0.33
1968-07-01,-5.8,-2.29,0.2,-4.53,0.15,0.43
1968-08-01,3.95,3.36,4.72,1.18,1.41,2.42
1968-09-01,7.38,6.93,6.44,3.31,4.27,4.77
1968-10-01,-0.63,2.15,1.34,-0.61,1.66,3.23
1968-11-01,8.54,8.28,6.78,5.49,5.56,5.45
1968-12-01,0.27,-0.46,-1.07,-4.82,-3.34,-3.43
1969-01-01,-1.78,-1.07,-0.71,-1.82,0.15,0.48
1969-02-01,-10.39,-8.08,-7.48,-3.96,-5.32,-5.03
1969-03-01,3.06,2.24,3.2,3.9,2.52,2.85
1969-04-01,0.81,1.87,1.24,3.22,0.39,2.9
1969-05-01,-0.27,0.77,0.12,-0.18,0.7,0.9
1969-06-01,-12.22,-11.13,-11,-3.43,-7.9,-6.84
1969-07-01,-11.28,-9.49,-7.24,-4.8,-7.55,-6.01
1969-08-01,7.31,5.51,3.67,6.69,4.37,2.64
1969-09-01,-0.48,-2.03,-2.71,-0.57,-3.56,-4.76
1969-10-01,10.99,8.01,7,6.25,4.57,3.79
1969-11-01,-5.53,-5.18,-6.37,-2.13,-3.84,-3.52
1969-12-01,-5.07,-5.18,-6.72,0.18,-1.82,-4.33
1970-01-01,-6.05,-5.17,-2.32,-8.08,-8.51,-5.68
1970-02-01,2.63,3.51,6.23,3.63,7.84,8.07
1970-03-01,-5.33,-1.11,0.15,-1.91,1.48,1.11
1970-04-01,-20.82,-13.99,-11.13,-10.59,-9.54,-7.48
1970-05-01,-11.4,-10.59,-7.87,-7.95,-4.17,-4.21
1970-06-01,-8.9,-6.94,-6,-5.43,-3.27,-6.76
1970-07-01,7.43,6.91,6.74,5.08,9.78,7.86
1970-08-01,6.19,7.09,6.56,4.08,5.28,5.89
1970-09-01,17.03,10.79,9.48,7.32,0.25,3.87
1970-10-01,-6.8,-6.75,-4.2,-0.67,-1.56,-2.85
1970-11-01,0.32,2.04,2.54,5.13,5.68,6.29
1970-12-01,7.86,9.57,9.3,5.36,6.69,5.89
1971-01-01,10.48,13.12,12.57,4.72,3.81,5.33
1971-02-01,4.63,3.38,2.36,2.39,0.32,1.97
1971-03-01,8.83,5.19,4.74,5.95,3.06,2.05
1971-04-01,3.02,3.92,3.38,4.02,2.6,5.14
1971-05-01,-4.3,-5.31,-5.23,-2.73,-4.24,-4.54
1971-06-01,0.59,-1.85,-2.12,1.15,-0.1,-0.14
1971-07-01,-6.91,-4.32,-5.86,-4.18,-3.52,-4.88
1971-08-01,4.3,3.69,6.73,5.54,1.18,8.55
1971-09-01,0.8,-0.73,-2.19,0.39,-1.22,-2.5
1971-10-01,-6.17,-4.3,-6.59,-3.85,-3.49,-4.38
1971-11-01,-2.8,-2.28,-4.16,0.89,-0.39,-1.24
1971-12-01,13.45,11.11,12.32,9.02,8.43,9.56
1972-01-01,9.17,6.7,10.68,2.67,0.34,5.21
1972-02-01,4.89,3.02,2.78,4.48,1.01,1.06
1972-03-01,1.45,-0.09,-0.51,2.21,-1.35,0.79
1972-04-01,0.37,1.17,0.43,0.73,0.1,1.11
1972-05-01,-1.76,-1.28,-2.8,3,0.88,-1.34
1972-06-01,-3.4,-2.61,-3.09,-1.02,-2.78,-6.28
1972-07-01,-5.21,-3.09,-2.01,0.56,-1.12,-1.1
1972-08-01,-0.9,2.05,2.52,1.43,7.11,7.35
1972-09-01,-3.46,-2.74,-3.16,-0.46,-1.06,0.22
1972-10-01,-2.54,-0.14,-1.05,0.49,2.26,1.65
1972-11-01,3.61,5.79,6.41,2.95,6.51,9.7
1972-12-01,-0.91,-1.1,-2.26,2.64,-0.75,-0.58
1973-01-01,-7.87,-5.11,-3.71,-2.61,-2.17,-1.41
1973-02-01,-11.11,-7.75,-5.86,-2.98,-4.91,-4.87
1973-03-01,-4.37,-2.56,-1.26,-1.32,0.49,1.24
1973-04-01,-11.62,-5.36,-5,-6.1,-2.55,-1.4
1973-05-01,-10.1,-7.23,-7.32,-0.92,-2.07,-3.31
1973-06-01,-5.48,-2.83,-2.66,-0.91,-0.37,-0.86
1973-07-01,17.97,10.29,8.93,6.39,2.16,5.07
1973-08-01,-3.96,-5.27,-4.08,-3.37,-2.91,-0.88
1973-09-01,11.02,9.59,8.45,2.21,9.08,9.02
1973-10-01,-2.39,0.27,0.97,-0.28,-0.22,-0.15
1973-11-01,-22.56,-17.76,-16.18,-12.49,-10.03,-10.86
1973-12-01,-2.51,-2.36,-1.27,-1.41,5.42,5.84
1974-01-01,7.72,10.29,13.9,-1.09,-1.06,4.45
1974-02-01,0.05,0.35,1.96,-1.08,1.3,2.11
1974-03-01,-0.45,-0.7,0.47,-1.76,-3.51,-2.86
1974-04-01,-6.4,-5.86,-3.67,-3.58,-5.89,-4.29
1974-05-01,-7.2,-8,-6.76,-1.57,-5.11,-6.15
1974-06-01,-3.2,-2.4,-1.21,-2.09,-1.73,-2.5
1974-07-01,-6.72,-4.23,-2.97,-9.42,-4.41,-2.75
1974-08-01,-9.54,-7.97,-7.39,-10.06,-5.65,-7.08
1974-09-01,-11.81,-7.04,-7.28,-13.67,-6.07,-7.18
1974-10-01,14.18,7.64,8.22,21.39,11.26,7.9
1974-11-01,-5.22,-4.34,-5.46,-4.04,-3.46,-3.96
1974-12-01,-7.21,-5.55,-7.7,-3.26,-0.03,-2.65
1975-01-01,24.7,26.79,30.35,10.53,16.94,21.3
1975-02-01,6.66,3.19,3.73,8.21,2.79,2.07
1975-03-01,7.77,6.86,8.32,2.88,1.55,7.18
1975-04-01,6.57,3.29,3.18,5.69,2.1,6.74
1975-05-01,10.3,6.84,6.85,5.67,5.86,0.97
1975-06-01,7.02,7.44,6.21,4.3,6.36,7.71
1975-07-01,-2.97,-2.44,-2.54,-7.51,-3.94,-4.64
1975-08-01,-4.61,-4.28,-6.61,-2.23,-1.66,-2.02
1975-09-01,-4.01,-3.36,-3.43,-3.92,-2.71,-3.84
1975-10-01,1.36,3.35,2.06,6.52,5.81,6.41
1975-11-01,1.31,2.4,3.81,3.03,3.56,4.52
1975-12-01,-1.63,-0.24,-0.9,-1.83,0.38,1
1976-01-01,14.98,18.49,24.61,10.79,14.55,18.37
1976-02-01,6.67,7.34,12.3,-1.32,1.85,4.74
1976-03-01,1.25,1.6,1.77,2.83,3.01,2.26
1976-04-01,-1.02,-0.97,-1.11,-1.6,0.24,-1.54
1976-05-01,-0.87,-2.02,-3.59,-0.61,-1.59,-0.52
1976-06-01,3.93,3.64,3.88,4.46,5.18,5.96
1976-07-01,-1.12,0.68,0.76,-1.19,0.22,0.39
1976-08-01,-3.42,-1.38,-1.27,-0.3,1.16,-0.91
1976-09-01,3.5,2.49,2.22,2.18,3.14,2.9
1976-10-01,-2.71,-1.45,-2.08,-2.46,-1.17,-3.36
1976-11-01,3.66,3.22,3.93,-0.74,2.44,2.05
1976-12-01,9.6,9.52,10.08,4.79,6.63,8.77
1977-01-01,0.77,2.27,3.21,-6.3,-1.59,-0.22
1977-02-01,-0.92,-1.19,0.1,-1.87,-1.51,-1.92
1977-03-01,0.27,0.77,0.2,-1.64,-0.62,0.5
1977-04-01,1.07,1.28,2.55,-1.11,2.01,4.32
1977-05-01,-0.73,0.17,0.73,-1.79,-0.08,-1.58
1977-06-01,7.45,6.22,6.97,5.66,3.76,4.84
1977-07-01,0.04,0.04,0.56,-1.47,-1.05,-3.22
1977-08-01,0.74,-0.83,-1.51,0.34,-3.46,-3
1977-09-01,1.62,1.77,0.58,-0.7,1.04,-0.68
1977-10-01,-3.84,-2.1,-1.57,-4.32,-3.8,-3.18
1977-11-01,8.26,7.37,8.14,4.01,3.83,4.84
1977-12-01,3.2,1.48,1.58,0.21,0.88,1.15
1978-01-01,-4.71,-2.84,-1.2,-6.41,-5.67,-3.34
1978-02-01,1.57,2.54,2.53,-2.54,0.37,-1.9
1978-03-01,6.35,6.7,7.04,2.18,3.6,3.99
1978-04-01,9.93,7.52,7.19,11.06,5.53,6.87
1978-05-01,7.2,5.83,5.87,1.94,1.14,2.07
1978-06-01,-0.94,1.13,0.38,-1.39,-1.56,-1.55
1978-07-01,6.97,5.05,5.74,6.9,4.13,5.91
1978-08-01,8.27,8.18,8.82,3.56,4.39,2.05
1978-09-01,-1.86,-0.39,-0.63,-2.57,0.98,-0.05
1978-10-01,-23.11,-18.43,-18.73,-9.9,-9.1,-11.57
1978-11-01,8.87,5.03,4.4,2.96,3.27,3.01
1978-12-01,3.03,1.96,1.94,2.89,0.7,-0.39
1979-01-01,8.57,7.91,9.63,3.24,5.09,6.69
1979-02-01,-3.44,-2.24,-1.91,-3.72,-2.36,-2.89
1979-03-01,11.63,8.41,8.5,5.72,5.69,7.55
1979-04-01,1.66,2.97,3.32,0.19,0.6,0.68
1979-05-01,-2.64,-0.78,0.49,-1.83,-1.27,-1.3
1979-06-01,5.71,6.02,6.04,3.09,5.55,5.65
1979-07-01,2.03,4.05,3.05,0.58,1.77,3
1979-08-01,9.05,7.36,7.38,6.74,5.45,5.37
1979-09-01,0.78,-1.1,-1.06,-0.76,0.92,-0.77
1979-10-01,-9.24,-10.6,-11.3,-6.65,-6.19,-8.31
1979-11-01,10.94,6.83,6.85,6.57,5.71,4.1
1979-12-01,8.14,5.23,5.15,2.98,1.09,1.95
1980-01-01,7.87,7.76,8.47,4.88,6.34,7.92
1980-02-01,-0.41,-2.91,-2.71,-3.09,2.06,0.44
1980-03-01,-19.31,-16.06,-17.32,-8.94,-10.77,-13.05
1980-04-01,6.13,6.41,5.88,3.73,5.66,6.11
1980-05-01,8.08,7.9,8.1,5.66,5.48,6.45
1980-06-01,5.32,4.35,4.33,3.18,3.44,2.37
1980-07-01,13.31,9.58,7.21,9.36,5.25,2.76
1980-08-01,8.47,4.98,3.62,2.21,1.39,1.76
1980-09-01,5.25,2.95,0.87,4.15,3.27,-0.95
1980-10-01,5.82,2.37,3.04,1.82,2.88,-0.93
1980-11-01,12.61,4.43,2.49,11.65,13.43,4.88
1980-12-01,-5.31,-1.82,-1.33,-2.14,-4.75,-0.74
1981-01-01,-3.77,0.78,2.24,-6,-5.39,1.64
1981-02-01,-0.69,2.37,2.84,2.81,1.26,1.33
1981-03-01,7.68,8.01,7.65,3.79,3.6,5.22
1981-04-01,2.56,3.55,3.91,-2.17,-2.16,1.06
1981-05-01,4.92,2.95,1.72,0.84,-0.49,3.22
1981-06-01,-5.73,0.74,1.28,-3.23,2.09,-0.05
1981-07-01,-2.79,-2.41,-1.59,1.34,-0.57,-1.05
1981-08-01,-9.99,-5.92,-4.71,-6.82,-5.49,-2.45
1981-09-01,-10.26,-6.5,-4.89,-6.32,-5.99,-1.35
1981-10-01,10.46,6.69,5.79,8.11,3.96,4.4
1981-11-01,0.88,4.91,4.65,4.11,5.07,4.14
1981-12-01,-2.34,-0.95,-1.49,-3.13,-2.72,-2.5
1982-01-01,-4.8,-3.31,-0.85,-1.87,-3.67,0.43
1982-02-01,-7.46,-3.06,-0.8,-7.36,-3.36,-1.95
1982-03-01,-2.19,-0.47,1.56,-1.96,-0.53,1.93
1982-04-01,6.55,5.67,4.16,5.78,3.5,2.58
1982-05-01,-3.58,-2.29,-0.94,-3.46,-2.29,-2.45
1982-06-01,-3.56,-1.65,-1.29,-2.48,-1.17,-1.67
1982-07-01,-2.42,-0.55,-0.99,-0.66,-4.19,-1.69
1982-08-01,8.12,8.94,8.13,11.01,13.2,13.33
1982-09-01,2.64,4.76,5.22,1.92,2.02,0.02
1982-10-01,15.89,13.26,11.59,12.78,11.2,9.7
1982-11-01,10.01,8.43,9.31,7.09,2.34,3.95
1982-12-01,1.3,1.2,0.87,1.15,1.14,1.61
1983-01-01,9.72,5.44,4.92,2.8,3.3,5.88
1983-02-01,4.28,6.59,7.09,3.65,2.38,2.21
1983-03-01,2.63,6.38,6.25,2.47,4.47,3
1983-04-01,7.83,8,7.57,5.7,9.03,7.11
1983-05-01,7.96,5.35,5.08,-0.14,0.14,-0.07
1983-06-01,5.65,4.39,2.38,5.27,3.68,0.77
1983-07-01,-5.81,-0.02,1.26,-5.2,-2.7,-1.12
1983-08-01,-4.8,-2.83,-0.35,-1.34,0.92,5.29
1983-09-01,0.1,2.49,3.99,2.58,1.51,0.81
1983-10-01,-9.02,-4.39,-2.21,-3.57,-0.87,-0.39
1983-11-01,4.75,4.24,4.34,2.81,2.47,1.91
1983-12-01,-3.17,-0.39,0.23,-0.69,-1.08,-0.73
1984-01-01,-4.22,-0.29,2.1,-5.31,0.59,3.57
1984-02-01,-6.98,-5,-3.55,-4.76,-4.16,-1.56
1984-03-01,0.19,1.36,2.29,1.56,1.57,0.46
1984-04-01,-1.23,0.1,-0.04,0.46,0.2,1.73
1984-05-01,-5.95,-4.8,-4.4,-4.81,-4.55,-5.9
1984-06-01,4.58,2.1,1.09,4.4,1.58,2.64
1984-07-01,-5.55,-2.98,-3.32,-0.98,-1.8,-2.43
1984-08-01,13.43,10.31,9.54,11.28,11.16,11.51
1984-09-01,-2.72,1.42,2.33,-2.4,-0.37,3.17
1984-10-01,-2.19,-0.31,0.03,0.77,0.86,-0.5
1984-11-01,-4.54,-0.3,0.39,-2.23,-1.29,0.93
1984-12-01,2.02,1.67,2.18,2.66,2.72,2.23
1985-01-01,14.99,9.99,8.7,10.12,8.12,5.64
1985-02-01,2.99,2.84,1.71,1.3,1.66,2.24
1985-03-01,-3.22,-1.21,1.4,-1.27,-0.59,2.17
1985-04-01,-2.01,0.14,1.65,-1.86,-0.77,1.9
1985-05-01,4.24,4.07,3.22,5.98,7.12,5.25
1985-06-01,1.41,2.55,2.33,1.54,1.88,1.45
1985-07-01,2.77,2.47,1.1,0.21,-0.95,-1.46
1985-08-01,-1.97,-0.03,0.25,-1.53,-0.07,0.81
1985-09-01,-7.27,-4.24,-4.19,-3.87,-2.71,-4.37
1985-10-01,3.22,3.72,3.26,4,5.38,5.5
1985-11-01,7.84,6.92,6.31,9.07,6.6,4.75
1985-12-01,5.03,4.02,3.28,5.77,3.62,4.41
1986-01-01,2.27,1.53,2.56,0.77,0.43,1.55
1986-02-01,7.33,7.25,6.67,8,8.25,6.89
1986-03-01,4.3,5.37,5.18,6.24,5.81,4.35
1986-04-01,2.37,1.14,0.45,0.56,-1.79,-3.32
1986-05-01,3.35,5.29,3.48,5.45,5.53,5.08
1986-06-01,-0.09,0.96,1.93,1.84,1.16,2.59
1986-07-01,-10.7,-8.8,-5.68,-7.17,-5.22,-2.67
1986-08-01,2.14,3.58,4.51,4.78,8.48,9.45
1986-09-01,-8.23,-4.82,-4.75,-10.06,-7.46,-7.14
1986-10-01,4.36,2.8,1.6,5.6,5.37,5.49
1986-11-01,0.04,-0.59,0.34,1.99,2.24,1.5
1986-12-01,-3.17,-2.91,-2.04,-2.44,-2.99,-2.94
1987-01-01,12.57,11.09,9.07,13.87,13.27,10.95
1987-02-01,9.55,6.78,5.06,7.48,3.48,0.06
1987-03-01,1.34,2.65,3.68,1.66,2.33,2.49
1987-04-01,-2.68,-3.01,-3.66,-1.82,-0.96,-1.49
1987-05-01,-0.32,-0.02,0.72,1.49,-0.22,0.76
1987-06-01,1.46,3.25,3.54,4.64,5.45,4.68
1987-07-01,2.19,3.3,5.44,5.58,3.5,3.74
1987-08-01,2.84,3.78,2.91,4.67,4.33,2.78
1987-09-01,-2.55,-1.25,-1.38,-1.93,-2.32,-2.54
1987-10-01,-32.33,-27.91,-27.74,-23.19,-20.22,-19.37
1987-11-01,-6.98,-3.98,-3.5,-8.76,-7.83,-5.79
1987-12-01,9.23,6.99,4.66,9.17,6.38,4.88
1988-01-01,2.24,4.85,6.58,2.06,5.64,8.03
1988-02-01,8.42,7.98,7.11,5.43,4.58,3.45
1988-03-01,3.71,3.88,3.34,-3.09,-3.18,-1.24
1988-04-01,1.35,1.94,2.54,-0.66,2.08,1.54
1988-05-01,-2.92,-1.78,-0.48,0.01,0.63,2.13
1988-06-01,7.61,6.89,6.19,4.78,5.65,3.97
1988-07-01,-2.44,-0.09,0.33,-1.54,-0.31,0.22
1988-08-01,-4.06,-1.7,-1.38,-2.88,-3.14,-1.39
1988-09-01,2.68,2.97,2.74,5.07,3.48,3.66
1988-10-01,-2.02,-0.05,0.59,2.26,1.94,3.01
1988-11-01,-3.86,-2.58,-2.64,-1.69,-1.85,-0.37
1988-12-01,4.06,3.87,3,2.77,1.6,0.76
1989-01-01,4.35,4.5,5.43,7.07,6.56,7.05
1989-02-01,0.49,0.79,1.25,-2.34,-2.06,-1.38
1989-03-01,2.53,3.02,3.42,2.52,1.66,2.6
1989-04-01,4.82,4.36,3.86,6,4.76,4.06
1989-05-01,4.67,3.74,3.83,4.82,3.56,3.98
1989-06-01,-3.04,-0.8,-0.09,-0.96,-0.35,0.43
1989-07-01,4.37,4.17,3.47,10.81,7.17,6.1
1989-08-01,2.83,2.74,2.57,1.08,2.84,2.63
1989-09-01,1.38,0.16,-0.85,0.53,-0.82,0.08
1989-10-01,-5.01,-5.73,-6.45,-1.36,-3.93,-2.11
1989-11-01,0.7,0.86,-0.12,2.39,1.66,1.06
1989-12-01,0.16,-0.4,-0.24,1.68,2.42,2.55
1990-01-01,-9.28,-7.65,-7.93,-7.52,-6.37,-7.09
1990-02-01,3.26,2.63,2.3,0.32,2.18,2.54
1990-03-01,4.35,3.79,2.31,4.14,1.41,0.48
1990-04-01,-2.83,-3.12,-4.39,-0.9,-3.46,-4.5
1990-05-01,8.47,6.45,4.33,10.82,8.65,7.47
1990-06-01,1.21,0.45,0.06,1.31,-2.38,-1.56
1990-07-01,-4.49,-3.76,-4.24,-1.29,-0.04,-1.56
1990-08-01,-14.78,-12.2,-11.35,-9.7,-7.95,-9.93
1990-09-01,-10.32,-8.32,-8.19,-5.73,-3.73,-6.37
1990-10-01,-5.99,-5.56,-5.88,0.38,-1.96,0.78
1990-11-01,8.93,6.48,4.96,7.37,6.82,5.19
1990-12-01,4.18,3.49,2.88,3.74,2.41,1.95
1991-01-01,9.32,8.32,7.65,6.32,3.26,4.31
1991-02-01,11.71,10.24,11.25,7.83,6.54,7.1
1991-03-01,7.76,5.25,6.63,4.04,1.13,2.77
1991-04-01,-0.65,1.43,1.58,-0.27,0.79,0.31
1991-05-01,4.27,4.88,2.63,4.67,2.91,5.22
1991-06-01,-5.3,-3.27,-4.1,-4.87,-4.31,-3.68
1991-07-01,4.22,3.55,2.97,5.44,4.02,4.11
1991-08-01,4.43,3.11,4.31,3.37,1.81,1.88
1991-09-01,1.23,0.67,-1.05,-2.17,0.02,-1.9
1991-10-01,3.11,2.59,1.91,1.52,1.67,1.77
1991-11-01,-4.8,-3.76,-5.51,-2.5,-4.51,-5.62
1991-12-01,10.17,6.73,7.52,14.47,7.67,9.04
1992-01-01,7.64,7.45,10.45,-2.28,-1.52,3.96
1992-02-01,0.77,2.84,7.02,0.37,0.75,6.87
1992-03-01,-6.35,-1.24,-0.66,-2.78,-1.29,-1.12
1992-04-01,-5.56,-2.41,-1.01,0.13,4.97,4.23
1992-05-01,-0.66,0.92,2.52,0.92,0.45,0.24
1992-06-01,-6.17,-3.22,-2.71,-2.47,-1.15,0.84
1992-07-01,2.62,3.33,3.81,4.32,4.65,2.09
1992-08-01,-4.33,-1.5,-2.64,-1.1,-2.14,-4.89
1992-09-01,1.48,2.46,1.45,1.67,0.86,1.22
1992-10-01,4.37,2.52,1.66,2.4,-0.91,0.92
1992-11-01,9.63,6.47,6.7,4.58,2.55,4.56
1992-12-01,2.6,3.63,4.94,0.7,2.12,3.41
1993-01-01,1.3,4.04,6.59,-1.1,1.5,5.39
1993-02-01,-6.38,-0.13,1.09,-2.35,4.12,3.08
1993-03-01,2.08,2.6,3.65,1.76,3.1,2.72
1993-04-01,-3.77,-2.54,-2.6,-5.04,-0.89,-0.94
1993-05-01,6.66,3.23,3.09,4.01,2.36,0.73
1993-06-01,0.72,0.48,1.49,-1.03,1.2,3.43
1993-07-01,-0.36,1.48,2.26,-2.25,1.14,1.64
1993-08-01,3.98,4.69,3.34,3.63,4.09,3.37
1993-09-01,3.24,2.31,2.56,-0.7,0.47,-0.99
1993-10-01,3.88,1.69,2.64,2.98,-0.19,1.1
1993-11-01,-3.29,-2.72,-2.42,-0.05,-2.64,-1.44
1993-12-01,2.59,3.87,2.74,1.4,1.77,2.39
1994-01-01,1.92,2.9,5.09,1.98,4.49,3.03
1994-02-01,-0.91,0.82,-0.91,-1.65,-3.05,-4.47
1994-03-01,-6.21,-4.82,-4.3,-4.72,-3.8,-3.95
1994-04-01,-0.8,0.64,1.37,0.35,2.03,1.57
1994-05-01,-2.54,-1.03,0.06,1.5,1.77,-0.75
1994-06-01,-4.75,-2.08,-2.09,-3.03,-2.13,-2.32
1994-07-01,1.45,1.51,2.3,3.08,3.32,4.19
1994-08-01,7.47,4.29,3.98,5.9,3.04,2.45
1994-09-01,0.58,-0.18,-0.46,-1.14,-3.25,-3.72
1994-10-01,0.59,-0.08,-2.03,2.35,2.5,0.23
1994-11-01,-3.73,-3.45,-3.73,-2.92,-4.48,-3.02
1994-12-01,0.63,2.09,1.31,1.41,1.21,1.26
1995-01-01,-1.13,-0.14,0.96,2.22,2.92,3.42
1995-02-01,3.6,3.25,4.35,4.02,4.13,4.04
1995-03-01,2.69,2.04,0.95,2.99,3.17,0.62
1995-04-01,1.19,3,3.2,2.08,3.07,3.47
1995-05-01,0.78,1.98,2.91,3.55,3.59,5.23
1995-06-01,7.22,4.93,3.93,3.92,1.74,1.24
1995-07-01,7.84,4.77,4.76,4,4.08,2.65
1995-08-01,2.21,2.93,3.89,0.1,1.17,2.25
1995-09-01,2.48,1.81,1.56,4.85,3.31,3.88
1995-10-01,-5.83,-4.97,-3.68,0.48,-1.26,-1.88
1995-11-01,3.56,3.3,4.04,3.95,5.26,4.14
1995-12-01,1.83,2.58,2.19,0.28,2.49,2.73
1996-01-01,0.04,0.33,1.1,3.02,3.14,2.77
1996-02-01,4.73,2.58,2.28,1.99,1.66,-0.21
1996-03-01,2.12,2.76,2.83,0.2,1.55,2.04
1996-04-01,8.8,4.7,4.37,2.82,1.23,-0.85
1996-05-01,6.07,4.38,5.41,3.8,0.92,1.66
